featureNam,featureRef,featureAlt,POINT_X,POINT_Y,admin1_state,admin2_county,admin3_payam,admin4_boma,County_id,county_x_centroid,county_y_centroid,Boma_id,boma_x_centroid,boma_y_centroid,Payam_id,payam_x_centroid,payam_y_centroid
Bwowchak,Bwowchak,,30.02051667,8.12795,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Majak,Majak,,29.89553536,8.128370145,Unity,Mayendit,Maal,Dhor-their,28,29.90374012,8.107020489,759,29.78901742,8.095900385,177,29.7917283,8.129433542
Dhor Banak,Dhor Banak,Dorgarpni,30.02466667,8.1289,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Kuanyang,Kuanyang,,30.02923333,8.129833,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Bow Two,Bow Two,Mayendit,30.01621667,8.130017,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Kerthiang,Kerthiang,,30.03291667,8.130783,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Chulkel,Chulkel,,30.02251667,8.13085,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Pabline,Pabline,,29.89088536,8.130936145,Unity,Mayendit,Maal,Dhor-their,28,29.90374012,8.107020489,759,29.78901742,8.095900385,177,29.7917283,8.129433542
Duacdar,Duacdar,,30.00916667,8.131933,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Kotraar,Kotraar,,30.01401667,8.133167,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Guok,Guok,,30.02436667,8.133483,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Bow One,Bow One,Bhor,30.01981667,8.133733,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Letwich Two,Letwich Two,Letwey,30.02995,8.134267,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Letwich One,Letwich One,,30.03881667,8.134333,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Duelbor,Duelbor,,30.00351667,8.134783,Unity,Mayendit,Maal,Dhor-their,28,29.90374012,8.107020489,759,29.78901742,8.095900385,177,29.7917283,8.129433542
Dhorgapni Centre,Dhorgapni Centre,,30.00901667,8.136083,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Wang Bang,Wang Bang,,30.03115,8.138167,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Madol,Madol,,30.013,8.138533,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Kech Two,Kech Two,,29.89406869,8.139836145,Unity,Mayendit,Maal,Maal,28,29.90374012,8.107020489,760,29.79516225,8.171911022,177,29.7917283,8.129433542
Pathiang,Pathiang,,30.03778333,8.13995,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Kok,Kok,,29.88561869,8.140036145,Unity,Mayendit,Maal,Maal,28,29.90374012,8.107020489,760,29.79516225,8.171911022,177,29.7917283,8.129433542
Ritgok,Ritgok,,29.90801869,8.141103145,Unity,Mayendit,Maal,Maal,28,29.90374012,8.107020489,760,29.79516225,8.171911022,177,29.7917283,8.129433542
Padeah Centre,Padeah Centre,Padeng,30.0086803,8.142176547,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Kapiny,Kapiny,Kai ngolyear,30.00449696,8.142860547,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Golduong,Golduong,,30.02666667,8.143183,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Kech One,Kech One,,29.89640203,8.144620145,Unity,Mayendit,Maal,Maal,28,29.90374012,8.107020489,760,29.79516225,8.171911022,177,29.7917283,8.129433542
Borrar,Borrar,,30.02095,8.144933,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Tharkek,Tharkek,,30.01099696,8.146743547,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Kech Biet,Kech Biet,,29.89690203,8.151136145,Unity,Mayendit,Maal,Maal,28,29.90374012,8.107020489,760,29.79516225,8.171911022,177,29.7917283,8.129433542
Dhorgok,Dhorgok,,29.87728536,8.151253145,Unity,Mayendit,Maal,Maal,28,29.90374012,8.107020489,760,29.79516225,8.171911022,177,29.7917283,8.129433542
Kotway,Kotway,,30.01711363,8.152393547,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Yak,Yak,,29.87130203,8.153636145,Unity,Mayendit,Maal,Maal,28,29.90374012,8.107020489,760,29.79516225,8.171911022,177,29.7917283,8.129433542
Guolmut,Guolmut,,30.04571667,8.154133,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Kai Nyien,Kai Nyien,,30.08195,8.154933,Unity,Mayendit,Bor,Puulual,28,29.90374012,8.107020489,752,30.07986649,8.15462475,174,30.04661928,8.117145546
Lieth,Lieth,,30.05366667,8.165617,Unity,Mayendit,Bor,Puulual,28,29.90374012,8.107020489,752,30.07986649,8.15462475,174,30.04661928,8.117145546
Thuokyier,Thuokyier,Thokyier mal_,29.85646869,8.166853145,Unity,Mayendit,Maal,Maal,28,29.90374012,8.107020489,760,29.79516225,8.171911022,177,29.7917283,8.129433542
Goklum,Goklum,,30.01589696,8.170526547,Unity,Mayendit,Bor,Dorbuona,28,29.90374012,8.107020489,751,30.02438857,8.092085111,174,30.04661928,8.117145546
Puollual Centre,Puollual Centre,,30.06035,8.173833,Unity,Mayendit,Bor,Puulual,28,29.90374012,8.107020489,752,30.07986649,8.15462475,174,30.04661928,8.117145546
Nyamoun,Nyamoun,,30.07351667,8.1816,Unity,Mayendit,Bor,Puulual,28,29.90374012,8.107020489,752,30.07986649,8.15462475,174,30.04661928,8.117145546
Tuolong,Tuolong,Rom,30.27526667,8.184167,Unity,Leer,Yang,Waanyni,27,30.23092596,8.201366973,750,30.31786931,8.062163896,173,30.26933032,8.061353664
Dar Salam,Dar Salam,Wichkierdok,30.30661667,8.188067,Unity,Leer,Adok,Norkong,27,30.23092596,8.201366973,728,30.28766096,8.24629872,166,30.27621358,8.277178788
Kotnyak,Kotnyak,Tengler,30.08631667,8.188233,Unity,Mayendit,Bor,Puulual,28,29.90374012,8.107020489,752,30.07986649,8.15462475,174,30.04661928,8.117145546
Meer,Meer,,30.25875,8.188417,Unity,Leer,Yang,Waanyni,27,30.23092596,8.201366973,750,30.31786931,8.062163896,173,30.26933032,8.061353664
Dhornya Duot,Dhornya Duot,,30.26563333,8.18845,Unity,Leer,Yang,Waanyni,27,30.23092596,8.201366973,750,30.31786931,8.062163896,173,30.26933032,8.061353664
Adok,Adok,,30.32054099,8.185282994,Unity,Leer,Adok,Norkong,27,30.23092596,8.201366973,728,30.28766096,8.24629872,166,30.27621358,8.277178788
Nor Mar,Nor Mar,,30.30785,8.192883,Unity,Leer,Adok,Norkong,27,30.23092596,8.201366973,728,30.28766096,8.24629872,166,30.27621358,8.277178788
Tuonjuoy,Tuonjuoy,Rupchai,30.12428333,8.193383,Unity,Leer,Dok,Rubchiar,27,30.23092596,8.201366973,737,30.09648585,8.231225096,168,30.10748803,8.25875113
Khar,Khar,,30.25456667,8.1944,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Pulual,Pulual,,30.11822201,8.194800541,Unity,Leer,Dok,Rubchiar,27,30.23092596,8.201366973,737,30.09648585,8.231225096,168,30.10748803,8.25875113
Dhorluel,Dhorluel,,30.25626321,8.195252222,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Duer,Duer,,30.11387266,8.195855132,Unity,Mayendit,Bor,Puulual,28,29.90374012,8.107020489,752,30.07986649,8.15462475,174,30.04661928,8.117145546
Mayendit,Mayendit,,29.828486,8.197684,Unity,Mayendit,Tharjiath,Lang,28,29.90374012,8.107020489,770,29.78570556,8.264725719,181,29.8397043,8.269270573
Koat,Koat,Kut,30.12053333,8.198683,Unity,Leer,Dok,Rubchiar,27,30.23092596,8.201366973,737,30.09648585,8.231225096,168,30.10748803,8.25875113
Nyiem,Nyiem,,30.24429691,8.201881216,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Yandany,Yandany,,30.11941667,8.20195,Unity,Leer,Dok,Rubchiar,27,30.23092596,8.201366973,737,30.09648585,8.231225096,168,30.10748803,8.25875113
Kaam,Kaam,,30.24258333,8.203,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Looth,Looth,,30.23118333,8.2037,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Nyaliat,Nyaliat,Liap,30.29381667,8.20395,Unity,Leer,Adok,Norkong,27,30.23092596,8.201366973,728,30.28766096,8.24629872,166,30.27621358,8.277178788
Chatchat,Chatchat,,30.23266667,8.20415,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Tharuop,Tharuop,,30.2376,8.20575,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Kok,Kok,,30.23215,8.20605,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Yang,Yang,,30.23933333,8.207083,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Janyruot,Janyruot,,30.22658333,8.207267,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Bong,Bong,,30.23245833,8.207425,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Dhangeyow,Dhangeyow,,30.23245833,8.207425,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Ngobuok,Ngobuok,,30.23621667,8.20775,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Panyang,Panyang,,30.11726667,8.208233,Unity,Leer,Dok,Rubchiar,27,30.23092596,8.201366973,737,30.09648585,8.231225096,168,30.10748803,8.25875113
Ngop,Ngop,,30.22758333,8.208267,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Kom,Kom,,30.11743333,8.208933,Unity,Leer,Dok,Rubchiar,27,30.23092596,8.201366973,737,30.09648585,8.231225096,168,30.10748803,8.25875113
Wichruop,Wichruop,,30.23891667,8.208983,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Kamriek,Kamriek,,30.22403333,8.209767,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Buotwar,Buotwar,,30.20523333,8.210067,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Puol Nyabela,Puol Nyabela,,30.22216667,8.2104,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Thokpan,Thokpan,,30.22766667,8.211,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Dhorbew,Dhorbew,,30.23453333,8.211983,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Chay,Chay,,30.1175,8.21235,Unity,Leer,Dok,Rubchiar,27,30.23092596,8.201366973,737,30.09648585,8.231225096,168,30.10748803,8.25875113
Wickuer,Wickuer,,30.22753333,8.2131,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Kuol,Kuol,,30.2682,8.213767,Unity,Leer,Adok,Norkong,27,30.23092596,8.201366973,728,30.28766096,8.24629872,166,30.27621358,8.277178788
Doriel village,Doriel village,,30.22981317,8.214279,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Dhornyal,Dhornyal,,30.22981317,8.214279,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Tuocriek,Tuocriek,,30.23318333,8.214483,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Tuoc Lial,Tuoc Lial,,30.231,8.215817,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Tuoc Thiel,Tuoc Thiel,,30.23166667,8.216533,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Ngobuor,Ngobuor,,30.22998333,8.216583,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Thonwicjuong,Thonwicjuong,,30.2078,8.216983,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Thokpan,Thokpan,,30.21893333,8.217917,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Wicliel,Wicliel,,30.22633333,8.219067,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Thonbuoy,Thonbuoy,,30.2061,8.219533,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Thonyor,Thonyor,,30.22,8.21999999,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Panthow,Panthow,,30.2061,8.221033,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Kot,Kot,,30.21846667,8.22185,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Dhorwickulang,Dhorwickulang,,30.25861667,8.22195,Unity,Leer,Adok,Norkong,27,30.23092596,8.201366973,728,30.28766096,8.24629872,166,30.27621358,8.277178788
Pachier,Pachier,,30.11313333,8.222817,Unity,Leer,Dok,Rubchiar,27,30.23092596,8.201366973,737,30.09648585,8.231225096,168,30.10748803,8.25875113
Kuok,Kuok,,30.2125,8.2238,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Thonwicmuok,Thonwicmuok,,30.2104,8.224333,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Thonyor village,Thonyor village,Dhorbuoy,30.219299,8.22467,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Parek,Parek,Pareak,30.10948333,8.227483,Unity,Leer,Dok,Rubchiar,27,30.23092596,8.201366973,737,30.09648585,8.231225096,168,30.10748803,8.25875113
Thoukecha,Thoukecha,,30.21973333,8.227633,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Kuerdeah,Kuerdeah,,30.21828333,8.229167,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Garbek,Garbek,,30.20682034,8.229239169,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Nakdei,Nakdei,,30.26158333,8.232317,Unity,Leer,Adok,Norkong,27,30.23092596,8.201366973,728,30.28766096,8.24629872,166,30.27621358,8.277178788
Tuoc Loal,Tuoc Loal,,30.21823333,8.232417,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Tharkota,Tharkota,,30.2163,8.233233,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Thokpangondir,Thokpangondir,,30.21166667,8.233383,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Wic Pham,Wic Pham,,30.24715,8.234567,Unity,Leer,Adok,Norkong,27,30.23092596,8.201366973,728,30.28766096,8.24629872,166,30.27621358,8.277178788
Ker,Ker,,30.23973094,8.237157818,Unity,Leer,Adok,Norkong,27,30.23092596,8.201366973,728,30.28766096,8.24629872,166,30.27621358,8.277178788
Thorret,Thorret,,30.20751723,8.239234016,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Dhor Thir,Dhor Thir,,29.98,8.24,Unity,Mayendit,Tharjiath,Malbeak,28,29.90374012,8.107020489,771,29.94261048,8.226597304,181,29.8397043,8.269270573
Boaw,Boaw,,30.04701667,8.241867,Unity,Mayendit,Dablual,Kah,28,29.90374012,8.107020489,755,30.02599126,8.262794691,175,30.02862265,8.293952277
Mondok,Mondok,,30.19208605,8.241949498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Thor,Thor,,30.2366,8.242133,Unity,Leer,Adok,Norkong,27,30.23092596,8.201366973,728,30.28766096,8.24629872,166,30.27621358,8.277178788
Tharvier,Tharvier,,30.21131667,8.242933,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Kuloy,Kuloy,,30.04873333,8.24325,Unity,Mayendit,Dablual,Kah,28,29.90374012,8.107020489,755,30.02599126,8.262794691,175,30.02862265,8.293952277
Dhorwicbethm,Dhorwicbethm,,30.19555271,8.243615498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Guel Buok,Guel Buok,,30.19151938,8.245015498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Dhor Lek,Dhor Lek,,30.19808605,8.245499498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Juai Bor,Juai Bor,,30.24376667,8.24675,Unity,Leer,Adok,Norkong,27,30.23092596,8.201366973,728,30.28766096,8.24629872,166,30.27621358,8.277178788
Kuich Keer,Kuich Keer,,30.23103333,8.247033,Unity,Leer,Adok,Norkong,27,30.23092596,8.201366973,728,30.28766096,8.24629872,166,30.27621358,8.277178788
Wiclueng,Wiclueng,,30.19993605,8.247082498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Dhorwic Nyayiel,Dhorwic Nyayiel,,30.20183605,8.247082498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Puol Manguel,Puol Manguel,,30.19571938,8.247099498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Dhorwic Nyabuor,Dhorwic Nyabuor,,30.19823605,8.247582498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Rop Nyalok,Rop Nyalok,,30.19143605,8.247599498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Wicjuoy Nyak,Wicjuoy Nyak,,30.20500271,8.248032498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Thol Yak,Thol Yak,,30.20356938,8.248132498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Kotrieng,Kotrieng,,30.19368605,8.249015498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Wang Kuet,Wang Kuet,Panhiam,30.20113605,8.249615498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Dorkuliey,Dorkuliey,,30.20095271,8.251332498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Wanganyang,Wanganyang,,30.19976938,8.251715498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Lat Leep,Lat Leep,,30.20053605,8.253065498,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Thon Kuani,Thon Kuani,,30.15746667,8.253317,Unity,Leer,Pilieny,Pilieny,27,30.23092596,8.201366973,748,30.12094461,8.115084041,172,30.13432439,8.102068024
Keer,Keer,,30.22316667,8.2542,Unity,Leer,Adok,Pakuem,27,30.23092596,8.201366973,729,30.26975078,8.312646846,166,30.27621358,8.277178788
Chopbitol,Chopbitol,,30.15945,8.254467,Unity,Leer,Pilieny,Pilieny,27,30.23092596,8.201366973,748,30.12094461,8.115084041,172,30.13432439,8.102068024
Bow,Bow,,30.19496667,8.25505,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Kuich Wuluk,Kuich Wuluk,,30.21924434,8.256507859,Unity,Leer,Adok,Pakuem,27,30.23092596,8.201366973,729,30.26975078,8.312646846,166,30.27621358,8.277178788
Thok Buot,Thok Buot,,30.21843333,8.258017,Unity,Leer,Adok,Pakuem,27,30.23092596,8.201366973,729,30.26975078,8.312646846,166,30.27621358,8.277178788
Panthori,Panthori,,30.23746667,8.2581,Unity,Leer,Adok,Norkong,27,30.23092596,8.201366973,728,30.28766096,8.24629872,166,30.27621358,8.277178788
Nyayian,Nyayian,,30.18745,8.258483,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Kul Yang,Kul Yang,,30.22,8.259483,Unity,Leer,Adok,Pakuem,27,30.23092596,8.201366973,729,30.26975078,8.312646846,166,30.27621358,8.277178788
Tharwargbakri,Tharwargbakri,,30.1834,8.259767,Unity,Leer,Pilieny,Pilieny,27,30.23092596,8.201366973,748,30.12094461,8.115084041,172,30.13432439,8.102068024
Kuer Nyatem,Kuer Nyatem,,30.20371667,8.259917,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
