featureNam,featureRef,featureAlt,POINT_X,POINT_Y,admin1_state,admin2_county,admin3_payam,admin4_boma,County_id,county_x_centroid,county_y_centroid,Boma_id,boma_x_centroid,boma_y_centroid,Payam_id,payam_x_centroid,payam_y_centroid
Miribu,Miribu,,30.85025919,3.761938785,Central Equatoria,Morobo,Gulumbi,Kendila,68,30.83418991,3.742941875,1793,30.84027396,3.752694553,445,30.81367091,3.707657073
Enjili,Enjili,,30.77883333,3.70875,Central Equatoria,Morobo,Gulumbi,Kindi,68,30.83418991,3.742941875,1795,30.81055024,3.691571585,445,30.81367091,3.707657073
Iraga,Iraga,,30.77086667,3.7182,Central Equatoria,Morobo,Gulumbi,Kindi,68,30.83418991,3.742941875,1795,30.81055024,3.691571585,445,30.81367091,3.707657073
Jimi,Jimi,Injili,30.76156667,3.695466667,Central Equatoria,Morobo,Lujulo,Kembe,68,30.83418991,3.742941875,1799,30.7325854,3.681425406,447,30.70226996,3.698643737
Nyori II,Nyori II,,30.803,3.6625,Central Equatoria,Morobo,Gulumbi,Kindi,68,30.83418991,3.742941875,1795,30.81055024,3.691571585,445,30.81367091,3.707657073
Marakaji,Marakaji,,30.80425,3.695683333,Central Equatoria,Morobo,Gulumbi,Kindi,68,30.83418991,3.742941875,1795,30.81055024,3.691571585,445,30.81367091,3.707657073
Wayimba 1,Wayimba 1,Wamba,30.853277,3.687557,Central Equatoria,Morobo,Gulumbi,Kindi,68,30.83418991,3.742941875,1795,30.81055024,3.691571585,445,30.81367091,3.707657073
Nyaiba,Nyaiba,,30.7978,3.652166667,Central Equatoria,Morobo,Gulumbi,Kili-kili,68,30.83418991,3.742941875,1794,30.81401465,3.628142237,445,30.81367091,3.707657073
Pakujo,Pakujo,,30.8055,3.631983333,Central Equatoria,Morobo,Gulumbi,Kili-kili,68,30.83418991,3.742941875,1794,30.81401465,3.628142237,445,30.81367091,3.707657073
Rugbuja,Rugbuja,,30.7984663,3.619606814,Central Equatoria,Morobo,Gulumbi,Kili-kili,68,30.83418991,3.742941875,1794,30.81401465,3.628142237,445,30.81367091,3.707657073
Ripunga,Ripunga,,30.8649,3.6413,Central Equatoria,Morobo,Kimba,Yondu,68,30.83418991,3.742941875,1798,30.90160706,3.666118067,446,30.8882641,3.636365774
Mabioro,Mabioro,Nyaiba B,30.80921667,3.603316667,Central Equatoria,Morobo,Gulumbi,Kili-kili,68,30.83418991,3.742941875,1794,30.81401465,3.628142237,445,30.81367091,3.707657073
Paika,Paika,,30.68674096,3.645459016,Central Equatoria,Morobo,Lujulo,Kendre,68,30.83418991,3.742941875,1800,30.66268401,3.666046847,447,30.70226996,3.698643737
Arogufe,Arogufe,,30.63623333,3.635083333,Central Equatoria,Morobo,Lujulo,Kendre,68,30.83418991,3.742941875,1800,30.66268401,3.666046847,447,30.70226996,3.698643737
Kangai,Kangai,,30.64286667,3.687366667,Central Equatoria,Morobo,Wudabi,Nyei,68,30.83418991,3.742941875,1807,30.60641036,3.651251773,449,30.6187033,3.725132799
Arimbe,Arimbe,,30.66357415,3.715544663,Central Equatoria,Morobo,Lujulo,Kendre,68,30.83418991,3.742941875,1800,30.66268401,3.666046847,447,30.70226996,3.698643737
Kirinya,Kirinya,Kirinya 1,30.7105,3.738633333,Central Equatoria,Morobo,Lujulo,Yugufe,68,30.83418991,3.742941875,1801,30.70620849,3.741679946,447,30.70226996,3.698643737
Umbanya,Umbanya,,30.70774559,3.7207825,Central Equatoria,Morobo,Lujulo,Yugufe,68,30.83418991,3.742941875,1801,30.70620849,3.741679946,447,30.70226996,3.698643737
Yugufe,Yugufe,Mabero,30.69321667,3.718166667,Central Equatoria,Morobo,Lujulo,Yugufe,68,30.83418991,3.742941875,1801,30.70620849,3.741679946,447,30.70226996,3.698643737
Hai Jebel,Hai Jebel,,30.87486755,3.542616374,Central Equatoria,Morobo,Kimba,Kaya,68,30.83418991,3.742941875,1796,30.87774134,3.549506353,446,30.8882641,3.636365774
Kuduwa East,Kuduwa East,Kuduwa-East,30.8767394,3.5460586,Central Equatoria,Morobo,Kimba,Kaya,68,30.83418991,3.742941875,1796,30.87774134,3.549506353,446,30.8882641,3.636365774
Kuduwa,Kuduwa,,30.8766156,3.5468876,Central Equatoria,Morobo,Kimba,Kaya,68,30.83418991,3.742941875,1796,30.87774134,3.549506353,446,30.8882641,3.636365774
Kuduwa West,Kuduwa West,Kuduwa-West,30.8763192,3.5473254,Central Equatoria,Morobo,Kimba,Kaya,68,30.83418991,3.742941875,1796,30.87774134,3.549506353,446,30.8882641,3.636365774
Kondua,Kondua,,30.87695088,3.54773304,Central Equatoria,Morobo,Kimba,Kaya,68,30.83418991,3.742941875,1796,30.87774134,3.549506353,446,30.8882641,3.636365774
Gboro,Gboro,,30.88140088,3.550049707,Central Equatoria,Morobo,Kimba,Kaya,68,30.83418991,3.742941875,1796,30.87774134,3.549506353,446,30.8882641,3.636365774
Bindu,Bindu,,30.87956755,3.551199707,Central Equatoria,Morobo,Kimba,Kaya,68,30.83418991,3.742941875,1796,30.87774134,3.549506353,446,30.8882641,3.636365774
Ajio,Ajio,,30.88143139,3.554645393,Central Equatoria,Morobo,Kimba,Kaya,68,30.83418991,3.742941875,1796,30.87774134,3.549506353,446,30.8882641,3.636365774
Rengo,Rengo,,30.87398013,3.582209799,Central Equatoria,Morobo,Kimba,Kimba Centre,68,30.83418991,3.742941875,1797,30.86508952,3.593088527,446,30.8882641,3.636365774
Gilili,Gilili,Giligili,30.89626667,3.625833333,Central Equatoria,Morobo,Kimba,Yondu,68,30.83418991,3.742941875,1798,30.90160706,3.666118067,446,30.8882641,3.636365774
Asumuko,Asumuko,Asumuku,30.92808333,3.63055,Central Equatoria,Morobo,Kimba,Yondu,68,30.83418991,3.742941875,1798,30.90160706,3.666118067,446,30.8882641,3.636365774
Ejiri,Ejiri,,30.92266667,3.647583333,Central Equatoria,Morobo,Kimba,Yondu,68,30.83418991,3.742941875,1798,30.90160706,3.666118067,446,30.8882641,3.636365774
Wonyulo,Wonyulo,,30.92213333,3.648533333,Central Equatoria,Morobo,Kimba,Yondu,68,30.83418991,3.742941875,1798,30.90160706,3.666118067,446,30.8882641,3.636365774
Baranya,Baranya,,30.90673297,3.665750361,Central Equatoria,Morobo,Kimba,Yondu,68,30.83418991,3.742941875,1798,30.90160706,3.666118067,446,30.8882641,3.636365774
Egbeleke-Cuter,Egbeleke-Cuter,Emgbeleke-Koja,30.88233333,3.68115,Central Equatoria,Morobo,Kimba,Yondu,68,30.83418991,3.742941875,1798,30.90160706,3.666118067,446,30.8882641,3.636365774
Koroji,Koroji,,30.860522,3.705081,Central Equatoria,Morobo,Kimba,Yondu,68,30.83418991,3.742941875,1798,30.90160706,3.666118067,446,30.8882641,3.636365774
Nyori,Nyori,Nyori Centre,31.01818333,3.791966667,Central Equatoria,Morobo,Panyume,Morjame,68,30.83418991,3.742941875,1802,30.96410908,3.811650741,448,30.9560655,3.812331771
Ridya,Ridya,,30.97476279,3.902180851,Central Equatoria,Morobo,Panyume,Yaribe,68,30.83418991,3.742941875,1804,30.9683521,3.889050511,448,30.9560655,3.812331771
Bura,Bura,,30.96596189,3.943573343,Central Equatoria,Morobo,Panyume,Yaribe,68,30.83418991,3.742941875,1804,30.9683521,3.889050511,448,30.9560655,3.812331771
Rangaba,Rangaba,,30.582328,3.832936,Central Equatoria,Yei,Otogo,Ombasi,70,30.34616819,4.248420939,1866,30.59909721,3.853189803,462,30.59285762,3.975334831
Wonge,Wonge,,31.0260766,3.9490091,Central Equatoria,Lainya,Kupera,Mundu,67,30.85511794,4.275518549,1782,31.01945062,3.963360398,441,30.96403331,4.066073736
Koyoki centre,Koyoki centre,,31.0769,3.84075,Central Equatoria,Lainya,Wuji,Koyoki,67,30.85511794,4.275518549,1790,31.08194018,3.896038688,444,31.09229545,3.979707763
Bin,Bin,,31.10736667,3.85475,Central Equatoria,Lainya,Wuji,Koyoki,67,30.85511794,4.275518549,1790,31.08194018,3.896038688,444,31.09229545,3.979707763
Birigo,Birigo,,31.08862,3.755442,Central Equatoria,Lainya,Wuji,Koyoki,67,30.85511794,4.275518549,1790,31.08194018,3.896038688,444,31.09229545,3.979707763
Birigo,Birigo,,31.1173505,3.7616341,Central Equatoria,Lainya,Wuji,Koyoki,67,30.85511794,4.275518549,1790,31.08194018,3.896038688,444,31.09229545,3.979707763
Buya/gimora/kupera,Buya/gimora/kupera,Buya,30.94358333,4.147333333,Central Equatoria,Lainya,Kupera,Kupera,67,30.85511794,4.275518549,1781,30.95362078,4.123894001,441,30.96403331,4.066073736
Jansuk/bari/pagure,Jansuk/bari/pagure,Jansuk,30.90633333,4.146116667,Central Equatoria,Lainya,Kupera,Kupera,67,30.85511794,4.275518549,1781,30.95362078,4.123894001,441,30.96403331,4.066073736
Gwadinit,Gwadinit,,30.94508333,4.12115,Central Equatoria,Lainya,Kupera,Kupera,67,30.85511794,4.275518549,1781,30.95362078,4.123894001,441,30.96403331,4.066073736
Dikulya/kalule/pakir,Dikulya/kalule/pakir,Dikulya,30.95776667,4.124566667,Central Equatoria,Lainya,Kupera,Kupera,67,30.85511794,4.275518549,1781,30.95362078,4.123894001,441,30.96403331,4.066073736
Nyangado,Nyangado,Tegoro,30.98353333,4.07635,Central Equatoria,Lainya,Kupera,Kupera,67,30.85511794,4.275518549,1781,30.95362078,4.123894001,441,30.96403331,4.066073736
Bonga,Bonga,,30.98238333,4.05005,Central Equatoria,Lainya,Wuji,Wuji Centre,67,30.85511794,4.275518549,1791,31.06851421,4.048642099,444,31.09229545,3.979707763
Damadang,Damadang,Domadang,31.01618333,4.04025,Central Equatoria,Lainya,Kupera,Mundu,67,30.85511794,4.275518549,1782,31.01945062,3.963360398,441,30.96403331,4.066073736
Miri,Miri,,31.0151147,4.0318463,Central Equatoria,Lainya,Kupera,Mundu,67,30.85511794,4.275518549,1782,31.01945062,3.963360398,441,30.96403331,4.066073736
Suali,Suali,,31.0427291,4.0765789,Central Equatoria,Lainya,Wuji,Wuji Centre,67,30.85511794,4.275518549,1791,31.06851421,4.048642099,444,31.09229545,3.979707763
Mijiki,Mijiki,,31.09033333,4.103,Central Equatoria,Lainya,Wuji,Dongoro,67,30.85511794,4.275518549,1789,31.13339991,4.073081375,444,31.09229545,3.979707763
Bari,Bari,Giwaya,31.16578333,4.06595,Central Equatoria,Lainya,Wuji,Dongoro,67,30.85511794,4.275518549,1789,31.13339991,4.073081375,444,31.09229545,3.979707763
Kwersaka,Kwersaka,,31.13136667,4.06235,Central Equatoria,Lainya,Wuji,Wuji Centre,67,30.85511794,4.275518549,1791,31.06851421,4.048642099,444,31.09229545,3.979707763
Nyayinga,Nyayinga,Nyainga,31.08821667,4.05445,Central Equatoria,Lainya,Wuji,Wuji Centre,67,30.85511794,4.275518549,1791,31.06851421,4.048642099,444,31.09229545,3.979707763
Mijle,Mijle,,31.07811667,4.068683333,Central Equatoria,Lainya,Wuji,Wuji Centre,67,30.85511794,4.275518549,1791,31.06851421,4.048642099,444,31.09229545,3.979707763
Mogiri,Mogiri,Goromu,31.06588333,4.0733,Central Equatoria,Lainya,Wuji,Wuji Centre,67,30.85511794,4.275518549,1791,31.06851421,4.048642099,444,31.09229545,3.979707763
Woli,Woli,Bungit,31.01305,4.007733333,Central Equatoria,Lainya,Kupera,Mundu,67,30.85511794,4.275518549,1782,31.01945062,3.963360398,441,30.96403331,4.066073736
Killiong,Killiong,,30.96031667,4.010266667,Central Equatoria,Lainya,Kupera,Korobe,67,30.85511794,4.275518549,1780,30.94215869,3.993913746,441,30.96403331,4.066073736
Ginyabio,Ginyabio,,30.9717915,3.981760186,Central Equatoria,Lainya,Kupera,Korobe,67,30.85511794,4.275518549,1780,30.94215869,3.993913746,441,30.96403331,4.066073736
Loboa,Loboa,,30.95824582,3.980866667,Central Equatoria,Lainya,Kupera,Korobe,67,30.85511794,4.275518549,1780,30.94215869,3.993913746,441,30.96403331,4.066073736
Barajak,Barajak,,30.81346532,4.133246128,Central Equatoria,Lainya,Kenyi,Limbe,67,30.85511794,4.275518549,1778,30.87150671,4.179832776,440,30.91375352,4.247223575
Indisiba,Indisiba,,30.7021,3.976816667,Central Equatoria,Yei,Mugwo,Payawa,70,30.34616819,4.248420939,1861,30.7444777,3.980657416,461,30.75445819,3.895677572
Yamba,Yamba,,30.73178333,3.987816667,Central Equatoria,Yei,Mugwo,Payawa,70,30.34616819,4.248420939,1861,30.7444777,3.980657416,461,30.75445819,3.895677572
Bura,Bura,,30.74856667,3.883633333,Central Equatoria,Yei,Mugwo,Yari,70,30.34616819,4.248420939,1862,30.76414743,3.851672184,461,30.75445819,3.895677572
Nyokuron West B,Nyokuron West B,Nyakuron West B,31.576183,4.8386112,Central Equatoria,Juba,Munuki,Nyokuron West,65,31.44656504,4.676567591,1721,31.56876269,4.815948029,429,31.57355245,4.831266338
Hai Mangat,Hai Mangat,,31.5778949,4.8367773,Central Equatoria,Juba,Munuki,Nyokuron South,65,31.44656504,4.676567591,1720,31.58558669,4.814164691,429,31.57355245,4.831266338
Nyokuron East D,Nyokuron East D,,31.586419,4.8392242,Central Equatoria,Juba,Munuki,Nyokuron East,65,31.44656504,4.676567591,1718,31.58308055,4.840115058,429,31.57355245,4.831266338
Hai Jalaba,Hai Jalaba,,31.5800674,4.8464716,Central Equatoria,Juba,Munuki,Nyokuron North,65,31.44656504,4.676567591,1719,31.57925461,4.844842886,429,31.57355245,4.831266338
Nyokuron North E,Nyokuron North E,,31.5790849,4.8440401,Central Equatoria,Juba,Munuki,Nyokuron North,65,31.44656504,4.676567591,1719,31.57925461,4.844842886,429,31.57355245,4.831266338
Dar el Salaam Jebel,Dar el Salaam Jebel,Dar Salam Jebel III,31.561825,4.8470353,Central Equatoria,Juba,Munuki,Dar-Salam Jebel,65,31.44656504,4.676567591,1710,31.56186113,4.85109196,429,31.57355245,4.831266338
Dar el Salaam,Dar el Salaam,Dar Saalam (B),31.5710252,4.8537473,Central Equatoria,Juba,Munuki,Dar-Salam,65,31.44656504,4.676567591,1709,31.57041359,4.854985799,429,31.57355245,4.831266338
Hai Seminary,Hai Seminary,,31.55624,4.8616563,Central Equatoria,Juba,Northern Bari,Luri,65,31.44656504,4.676567591,1724,31.44058241,4.887716764,430,31.49544061,4.957557873
Hai Mauna,Hai Mauna,Mouna -I C,31.5777913,4.8518352,Central Equatoria,Juba,Munuki,Hai Mouna,65,31.44656504,4.676567591,1712,31.57394466,4.849389225,429,31.57355245,4.831266338
Hai Tomping,Hai Tomping,Hai Tomping  Zone C,31.5834228,4.854807,Central Equatoria,Juba,Juba Town,Tomping,65,31.44656504,4.676567591,1687,31.59630248,4.865017115,423,31.60082475,4.856961251
Hai Kuwait,Hai Kuwait,Hai Kwuit,31.5783877,4.8640909,Central Equatoria,Juba,Munuki,Munuki Block B,65,31.44656504,4.676567591,1715,31.57352111,4.869441906,429,31.57355245,4.831266338
Munuki Island,Munuki Island,Island B,31.5758073,4.8606398,Central Equatoria,Juba,Munuki,Munuki Island,65,31.44656504,4.676567591,1717,31.5753311,4.860220969,429,31.57355245,4.831266338
Muniki Block C,Muniki Block C,Block C1 North,31.5683594,4.8651369,Central Equatoria,Juba,Munuki,Munuki Block C,65,31.44656504,4.676567591,1716,31.56625223,4.868868557,429,31.57355245,4.831266338
Muniki Block B,Muniki Block B,Block (B) Extension A,31.5749128,4.8682071,Central Equatoria,Juba,Munuki,Munuki Block B,65,31.44656504,4.676567591,1715,31.57352111,4.869441906,429,31.57355245,4.831266338
Muniki Block A,Muniki Block A,Block (A) 1,31.5796882,4.8673495,Central Equatoria,Juba,Munuki,Munuki Block A,65,31.44656504,4.676567591,1714,31.57881562,4.875191173,429,31.57355245,4.831266338
Juba Nabari,Juba Nabari,Juba Nabari A,31.5863068,4.8696843,Central Equatoria,Juba,Juba Town,Juba Nabari,65,31.44656504,4.676567591,1683,31.58410945,4.86895026,423,31.60082475,4.856961251
Hai Amarat,Hai Amarat,Hai Tomping  Zone A Amarat,31.59358522,4.85812988,Central Equatoria,Juba,Juba Town,Tomping,65,31.44656504,4.676567591,1687,31.59630248,4.865017115,423,31.60082475,4.856961251
Nyaing,Nyaing,Naying,31.60474607,4.880219287,Central Equatoria,Juba,Northern Bari,Juba Na Bari,65,31.44656504,4.676567591,1723,31.61375786,4.904997814,430,31.49544061,4.957557873
Bahr Juba,Bahr Juba,,31.59599868,4.883186237,Central Equatoria,Juba,Northern Bari,Juba Na Bari,65,31.44656504,4.676567591,1723,31.61375786,4.904997814,430,31.49544061,4.957557873
Dongoda,Dongoda,,31.610591,4.8699644,Central Equatoria,Juba,Juba Town,Tomping,65,31.44656504,4.676567591,1687,31.59630248,4.865017115,423,31.60082475,4.856961251
Hai Gabat,Hai Gabat,Hai Gabat Centre,31.6103199,4.8579684,Central Equatoria,Juba,Juba Town,Hai Gabat,65,31.44656504,4.676567591,1674,31.61367923,4.858207782,423,31.60082475,4.856961251
Juba Quarter,Juba Quarter,Juba Quartor,31.6177112,4.851857,Central Equatoria,Juba,Juba Town,Juba Quarter Council,65,31.44656504,4.676567591,1684,31.6196818,4.852738169,423,31.60082475,4.856961251
Hai Mozufin,Hai Mozufin,,31.6171512,4.8551809,Central Equatoria,Juba,Juba Town,Hai Gabat,65,31.44656504,4.676567591,1674,31.61367923,4.858207782,423,31.60082475,4.856961251
Orsalim,Orsalim,,31.6123776,4.8522286,Central Equatoria,Juba,Juba Town,Hai Orselim,65,31.44656504,4.676567591,1680,31.61321353,4.850044861,423,31.60082475,4.856961251
Kamuyengge,Kamuyengge,,31.6153645,4.8454918,Central Equatoria,Juba,Juba Town,MTC,65,31.44656504,4.676567591,1685,31.61680092,4.842343787,423,31.60082475,4.856961251
Mtc,Mtc,MTC Centre,31.6174572,4.8408343,Central Equatoria,Juba,Juba Town,MTC,65,31.44656504,4.676567591,1685,31.61680092,4.842343787,423,31.60082475,4.856961251
Konyo Konyo,Konyo Konyo,,31.6086872,4.8318704,Central Equatoria,Juba,Kator,Konyo Konyo,65,31.44656504,4.676567591,1690,31.61151705,4.83061058,424,31.59977128,4.822815984
Hai Malakal,Hai Malakal,,31.6077974,4.8368769,Central Equatoria,Juba,Kator,Atlabara,65,31.44656504,4.676567591,1688,31.59816259,4.836411296,424,31.59977128,4.822815984
Atlabara,Atlabara,Atlabara 'A',31.5984899,4.8379529,Central Equatoria,Juba,Kator,Atlabara,65,31.44656504,4.676567591,1688,31.59816259,4.836411296,424,31.59977128,4.822815984
Hai Kosti,Hai Kosti,,31.6049899,4.8386732,Central Equatoria,Juba,Kator,Atlabara,65,31.44656504,4.676567591,1688,31.59816259,4.836411296,424,31.59977128,4.822815984
Hai Mayo,Hai Mayo,Hai Mayo A,31.5969239,4.8421843,Central Equatoria,Juba,Juba Town,Hai Mayo,65,31.44656504,4.676567591,1676,31.59788344,4.841642643,423,31.60082475,4.856961251
Hai Soura,Hai Soura,Hai soura south,31.5899139,4.8406075,Central Equatoria,Juba,Kator,Atlabara,65,31.44656504,4.676567591,1688,31.59816259,4.836411296,424,31.59977128,4.822815984
Hai Nyakama,Hai Nyakama,Hai Nyakama C,31.5858441,4.846874,Central Equatoria,Juba,Juba Town,Hai Nyakama,65,31.44656504,4.676567591,1679,31.58680312,4.848404053,423,31.60082475,4.856961251
Hai Dresses,Hai Dresses,Hai Dresses Line A,31.6072358,4.8525404,Central Equatoria,Juba,Juba Town,Dresses Line,65,31.44656504,4.676567591,1670,31.60700974,4.849651295,423,31.60082475,4.856961251
Watukujong,Watukujong,,31.51861667,3.728566667,Central Equatoria,Kajo-Keji,Kangapo II,Bori,66,31.46179491,3.894743903,1755,31.51183741,3.744498181,436,31.55452729,3.772010733
Nying,Nying,,31.56519916,3.682614742,Central Equatoria,Kajo-Keji,Kangapo II,Jalimo,66,31.46179491,3.894743903,1756,31.57686414,3.734635762,436,31.55452729,3.772010733
Sunyu,Sunyu,,31.6110717,3.701313847,Central Equatoria,Kajo-Keji,Kangapo I,Sera-Jale,66,31.46179491,3.894743903,1754,31.63300979,3.724859225,435,31.70712634,3.804853531
Birisi,Birisi,,28.42324651,4.304836025,Western Equatoria,Yambio,Gangura,Birisi,64,28.54426987,5.130552082,1630,28.40964289,4.362712039,415,28.4403657,4.426189889
Nadiapai,Nadiapai,,28.41259113,4.365081527,Western Equatoria,Yambio,Gangura,Birisi,64,28.54426987,5.130552082,1630,28.40964289,4.362712039,415,28.4403657,4.426189889
Naam,Naam,,28.49381201,4.378971507,Western Equatoria,Yambio,Gangura,Nabiapai,64,28.54426987,5.130552082,1633,28.53296779,4.409466629,415,28.4403657,4.426189889
Sakure,Sakure,,28.21613623,4.387022077,Western Equatoria,Nzara,Sakure,Sakure Centre,62,28.20783438,5.31951189,1602,28.26166255,4.392132427,409,28.21855498,4.455564013
River Musangani,River Musangani,,28.3833333,4.4,Western Equatoria,Yambio,Gangura,Birisi,64,28.54426987,5.130552082,1630,28.40964289,4.362712039,415,28.4403657,4.426189889
Birisi,Birisi,,28.403194,4.427361,Western Equatoria,Yambio,Gangura,Birisi,64,28.54426987,5.130552082,1630,28.40964289,4.362712039,415,28.4403657,4.426189889
Gangura,Gangura,,28.47126544,4.444118969,Western Equatoria,Yambio,Gangura,Gangura,64,28.54426987,5.130552082,1631,28.47941439,4.45772251,415,28.4403657,4.426189889
James Diko,James Diko,,28.48758204,4.465373232,Western Equatoria,Yambio,Gangura,Gangura,64,28.54426987,5.130552082,1631,28.47941439,4.45772251,415,28.4403657,4.426189889
Timbiro,Timbiro,,28.35182,4.47727,Western Equatoria,Yambio,Gangura,Nasoro,64,28.54426987,5.130552082,1635,28.33405395,4.458926536,415,28.4403657,4.426189889
Bamani,Bamani,,29.10090771,4.489213504,Western Equatoria,Ibba,Nabanga,Nabanga  Centre,56,29.06028091,5.103366901,1499,29.14887635,4.458042282,382,29.16813276,4.497443329
Tore,Tore,,28.1185,4.50167,Western Equatoria,Nzara,Sakure,Bangi,62,28.20783438,5.31951189,1599,28.14638406,4.471707579,409,28.21855498,4.455564013
Araki,Araki,,29.36455311,4.519358891,Western Equatoria,Ibba,Ibba Centre,Namarabia,56,29.06028091,5.103366901,1487,29.28615026,4.654490811,378,29.24359258,4.663253994
Nyaka,Nyaka,,28.84818,4.53727,Western Equatoria,Yambio,Bangasu,Nyaka,64,28.54426987,5.130552082,1628,28.87244591,4.57602136,414,28.70236667,4.748723973
Sabun,Sabun,,29.24982348,4.53832348,Western Equatoria,Ibba,Nabanga,Bamani,56,29.06028091,5.103366901,1497,29.26718533,4.513077111,382,29.16813276,4.497443329
Nabanga,Nabanga,,29.05364,4.54727,Western Equatoria,Ibba,Nabanga,Gbua,56,29.06028091,5.103366901,1498,29.02612327,4.566259254,382,29.16813276,4.497443329
James,James,,28.59381666,4.548815454,Western Equatoria,Yambio,Bangasu,James Diko,64,28.54426987,5.130552082,1627,28.63057196,4.566554191,414,28.70236667,4.748723973
Ngere,Ngere,,28.24634465,4.552897642,Western Equatoria,Nzara,Sakure,Bakpara,62,28.20783438,5.31951189,1598,28.26380306,4.548999335,409,28.21855498,4.455564013
Sangua 2,Sangua 2,,28.3965912,4.5704655,Western Equatoria,Yambio,Yambio Town,Yabongo,64,28.54426987,5.130552082,1656,28.41425034,4.594247545,418,28.46101618,4.610787359
Yambio,Yambio,,28.41040594,4.570971482,Western Equatoria,Yambio,Yambio Town,Yabongo,64,28.54426987,5.130552082,1656,28.41425034,4.594247545,418,28.46101618,4.610787359
Rd,Rd,Gabati,28.4305,4.57293,Western Equatoria,Yambio,Yambio Town,Yabongo,64,28.54426987,5.130552082,1656,28.41425034,4.594247545,418,28.46101618,4.610787359
James Diko,James Diko,Nange,28.63781704,4.58171706,Western Equatoria,Yambio,Bangasu,James Diko,64,28.54426987,5.130552082,1627,28.63057196,4.566554191,414,28.70236667,4.748723973
Nginda,Nginda,,28.3036762,4.584397664,Western Equatoria,Yambio,Yambio Town,Ngindo,64,28.54426987,5.130552082,1653,28.33278441,4.571059456,418,28.46101618,4.610787359
Iggi,Iggi,,28.99,4.58545,Western Equatoria,Ibba,Nabanga,Gbua,56,29.06028091,5.103366901,1498,29.02612327,4.566259254,382,29.16813276,4.497443329
Mbarizanga,Mbarizanga,,28.23401859,4.598715092,Western Equatoria,Nzara,Sangua,Sangua II,62,28.20783438,5.31951189,1606,28.20532501,4.617533731,410,28.12233901,4.58634424
Limbia,Limbia,,28.4666667,4.6,Western Equatoria,Yambio,Yambio Town,Bazungua,64,28.54426987,5.130552082,1649,28.49265136,4.58109462,418,28.46101618,4.610787359
Mabodo,Mabodo,,28.9166667,4.6,Western Equatoria,Yambio,Bangasu,Nyaka,64,28.54426987,5.130552082,1628,28.87244591,4.57602136,414,28.70236667,4.748723973
Sakundo,Sakundo,,28.30586077,4.599448497,Western Equatoria,Nzara,Nzara Centre,Yabua,62,28.20783438,5.31951189,1594,28.28775038,4.60989547,407,28.22929236,4.712299268
Kasia,Kasia,,28.57624101,4.598987031,Western Equatoria,Yambio,Bangasu,James Diko,64,28.54426987,5.130552082,1627,28.63057196,4.566554191,414,28.70236667,4.748723973
Murgak,Murgak,,29.09676603,4.606940808,Western Equatoria,Ibba,Ibba Centre,Ngungua,56,29.06028091,5.103366901,1488,29.09323868,4.694213835,378,29.24359258,4.663253994
Wowo,Wowo,,29.19091,4.61091,Western Equatoria,Ibba,Ibba Centre,Namarabia,56,29.06028091,5.103366901,1487,29.28615026,4.654490811,378,29.24359258,4.663253994
Sobi,Sobi,,28.9166667,4.6166667,Western Equatoria,Yambio,Bangasu,Nyaka,64,28.54426987,5.130552082,1628,28.87244591,4.57602136,414,28.70236667,4.748723973
Saura,Saura,,28.3380479,4.626156225,Western Equatoria,Yambio,Yambio Town,Saura,64,28.54426987,5.130552082,1654,28.34014679,4.626787631,418,28.46101618,4.610787359
Bodo,Bodo,,28.521865,4.6233,Western Equatoria,Yambio,Yambio Town,Bodo,64,28.54426987,5.130552082,1650,28.52975096,4.655667631,418,28.46101618,4.610787359
Sheikh Mulai,Sheikh Mulai,,30.38830303,4.636725082,Western Equatoria,Mundri West,Bangolo,Diko,59,30.20679644,5.214381936,1540,30.40871908,4.740139978,394,30.35449431,4.804806451
Akoromi,Akoromi,,28.3416684,4.6379955,Western Equatoria,Yambio,Yambio Town,Saura,64,28.54426987,5.130552082,1654,28.34014679,4.626787631,418,28.46101618,4.610787359
Nzara,Nzara,,28.25142548,4.63881037,Western Equatoria,Nzara,Nzara Centre,Nzara Centre,62,28.20783438,5.31951189,1592,28.249844,4.629073793,407,28.22929236,4.712299268
Mai Ngbangaru,Mai Ngbangaru,,28.3175,4.63958,Western Equatoria,Yambio,Yambio Town,Saura,64,28.54426987,5.130552082,1654,28.34014679,4.626787631,418,28.46101618,4.610787359
Yosia Boma,Yosia Boma,,28.2533423,4.6430509,Western Equatoria,Nzara,Nzara Centre,Nzara Centre,62,28.20783438,5.31951189,1592,28.249844,4.629073793,407,28.22929236,4.712299268
Sheikh-Suleyman,Sheikh-Suleyman,,30.4390177,4.644856582,Western Equatoria,Mundri West,Bangolo,Diko,59,30.20679644,5.214381936,1540,30.40871908,4.740139978,394,30.35449431,4.804806451
Loronyo,Loronyo,,27.97667,4.64783,Western Equatoria,Nzara,Basukangbi,Namama,62,28.20783438,5.31951189,1589,27.97965526,4.735985893,406,27.93466627,4.691217106
Sheikh Bringi,Sheikh Bringi,,30.39,4.65,Western Equatoria,Mundri West,Bangolo,Diko,59,30.20679644,5.214381936,1540,30.40871908,4.740139978,394,30.35449431,4.804806451
Wandi Rapids,Wandi Rapids,,30.4166667,4.65,Western Equatoria,Mundri West,Bangolo,Diko,59,30.20679644,5.214381936,1540,30.40871908,4.740139978,394,30.35449431,4.804806451
